Órgão,Unidade Gestora,Número Contrato,Fornecedor,Vig. Início,Vig. Fim,Valor Global,Núm. Parcelas,Valor Parcela,ministerio
35000 - MINISTERIO DAS RELACOES EXTERIORES,240010 - DTIC,00001/2023,03.535.902/0001-10 - DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA,16/02/2023,15/02/2028,"R$ 8.790.000,00",1,"R$ 8.790.000,00",Consulta Contratos Contratos.gov.br Min Rel Exteriores 35000
35000 - MINISTERIO DAS RELACOES EXTERIORES,240010 - DTIC,00012/2023,42.448.644/0001-97 - MSI COMERCIO E SERVICOS LTDA,18/12/2023,17/12/2024,"R$ 9.760,00",1,"R$ 9.760,00",Consulta Contratos Contratos.gov.br Min Rel Exteriores 35000
35000 - MINISTERIO DAS RELACOES EXTERIORES,240010 - DTIC,00012/2018,05.761.098/0001-13 - KRYPTUS SEGURANCA DA INFORMACAO S.A.,17/11/2018,17/11/2023,"R$ 953.514,46",1,"R$ 79.459,54",Consulta Contratos Contratos.gov.br Min Rel Exteriores 35000
35000 - MINISTERIO DAS RELACOES EXTERIORES,240010 - DTIC,00006/2023,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),12/07/2023,04/07/2025,"R$ 26.182,82",12,"R$ 2.181,90",Consulta Contratos Contratos.gov.br Min Rel Exteriores 35000
35000 - MINISTERIO DAS RELACOES EXTERIORES,240010 - DTIC,00001/2018,07.432.517/0001-07 - SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA,30/01/2018,30/01/2023,"R$ 1.033.261,32",12,"R$ 86.105,11",Consulta Contratos Contratos.gov.br Min Rel Exteriores 35000
35000 - MINISTERIO DAS RELACOES EXTERIORES,240010 - DTIC,00010/2023,03.535.902/0001-10 - DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA,18/12/2023,17/12/2024,"R$ 959.200,00",1,"R$ 959.200,00",Consulta Contratos Contratos.gov.br Min Rel Exteriores 35000
35000 - MINISTERIO DAS RELACOES EXTERIORES,240010 - DTIC,00003/2024,"94.316.916/0005-22 - LTA-RH INFORMATICA, COMERCIO, REPRESENTACOES LTDA",13/05/2024,12/05/2025,"R$ 1.752.093,00",8,"R$ 219.011,63",Consulta Contratos Contratos.gov.br Min Rel Exteriores 35000
35000 - MINISTERIO DAS RELACOES EXTERIORES,240010 - DTIC,00003/2023,57.142.978/0001-05 - BRASOFTWARE INFORMATICA LTDA,29/06/2023,29/06/2026,"R$ 22.997.164,00",36,"R$ 638.810,11",Consulta Contratos Contratos.gov.br Min Rel Exteriores 35000
35000 - MINISTERIO DAS RELACOES EXTERIORES,240010 - DTIC,00009/2023,05.761.098/0001-13 - KRYPTUS SEGURANCA DA INFORMACAO S.A.,20/10/2023,20/10/2025,"R$ 7.430.000,00",24,"R$ 309.583,33",Consulta Contratos Contratos.gov.br Min Rel Exteriores 35000
35000 - MINISTERIO DAS RELACOES EXTERIORES,240010 - DTIC,00005/2024,72.381.189/0010-01 - DELL COMPUTADORES DO BRASIL LTDA,04/07/2024,04/07/2029,"R$ 1.572.637,00",1,"R$ 1.572.637,00",Consulta Contratos Contratos.gov.br Min Rel Exteriores 35000
35000 - MINISTERIO DAS RELACOES EXTERIORES,240010 - DTIC,00011/2023,26.145.027/0001-66 - MTSI COMERCIO E SERVICOS DE IMPRESSAO LTDA,18/12/2023,17/12/2024,"R$ 187.750,00",1,"R$ 187.750,00",Consulta Contratos Contratos.gov.br Min Rel Exteriores 35000
35000 - MINISTERIO DAS RELACOES EXTERIORES,240031 - ERESP,00001/2025,63.320.667/0001-91 - AS SISTEMAS CONSULTORIA PUBLICA LTDA,30/01/2025,30/01/2030,"R$ 13.344,00",1,"R$ 13.344,00",Consulta Contratos Contratos.gov.br Min Rel Exteriores 35000
35000 - MINISTERIO DAS RELACOES EXTERIORES,240031 - ERESP,00015/2024,09.039.335/0001-98 - IT4TECH COMERCIO E PRESTACAO DE SERVICOS LTDA,11/12/2024,11/01/2025,"R$ 400,00",1,"R$ 400,00",Consulta Contratos Contratos.gov.br Min Rel Exteriores 35000
35000 - MINISTERIO DAS RELACOES EXTERIORES,240033 - CGAC,00001/2024,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),02/07/2024,01/07/2025,"R$ 300.612,68",12,"R$ 25.051,06",Consulta Contratos Contratos.gov.br Min Rel Exteriores 35000
36000 - MINISTERIO DA SAUDE,257032 - DSEI/BAHIA,00008/2023,16.306.870/0001-23 - ESCRITA COMERCIO E SERVICOS LTDA,02/06/2023,31/05/2026,"R$ 78.593,33",12,"R$ 6.549,44",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257027 - DSEI/MANAUS,00026/2022,07.797.967/0001-95 - NP TECNOLOGIA E GESTAO DE DADOS LTDA,06/07/2022,06/07/2026,"R$ 21.730,00",1,"R$ 21.730,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250057 - MS-INTO,00094/2021,04.842.765/0001-20 - NETWAY TELECOM LTDA,01/06/2021,01/06/2026,"R$ 72.136,56",12,"R$ 6.011,38",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250057 - MS-INTO,00066/2021,07.171.299/0001-96 - CENTRAL IT TECNOLOGIA DA INFORMACAO S/A,20/04/2021,20/04/2026,"R$ 3.843.298,44",12,"R$ 320.274,87",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250057 - MS-INTO,00287/2022,03.124.977/0001-09 - MV SISTEMAS DE MEDICINA DIAGNOSTICA LTDA,08/08/2022,08/08/2025,"R$ 296.797,44",12,"R$ 24.733,12",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250057 - MS-INTO,00373/2022,23.035.197/0001-08 - RIO MADEIRA CERTIFICADORA DIGITAL LTDA,17/10/2022,16/10/2025,"R$ 999,99",1,"R$ 999,99",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250057 - MS-INTO,00311/2024,09.162.855/0005-17 - PTLS SERVICOS DE TECNOLOGIA E ASSESSORIA TECNICA LTDA,16/09/2024,16/09/2027,"R$ 400.005,00",1,"R$ 400.005,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250057 - MS-INTO,00331/2023,04.892.991/0001-15 - TELTEC SOLUTIONS LTDA,28/07/2023,28/07/2024,"R$ 1.465.639,00",1,"R$ 1.465.639,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250057 - MS-INTO,00139/2023,12.477.490/0002-81 - LIDER NOTEBOOKS COMERCIO E SERVICOS LTDA,29/03/2023,29/03/2028,"R$ 394.800,00",1,"R$ 394.800,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250057 - MS-INTO,00050/2021,04.892.991/0001-15 - TELTEC SOLUTIONS LTDA,01/04/2021,01/04/2025,"R$ 777.196,08",12,"R$ 64.766,34",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250057 - MS-INTO,00058/2022,23.690.341/0001-31 - FABRICADS SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA,16/03/2022,16/03/2025,"R$ 44.840,52",1,"R$ 44.840,52",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250057 - MS-INTO,00372/2022,09.461.647/0001-95 - SOLUTI - SOLUCOES EM NEGOCIOS INTELIGENTES S/A,25/10/2022,25/10/2025,"R$ 32.768,40",1,"R$ 32.768,40",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250057 - MS-INTO,00093/2021,05.872.814/0003-00 - VOGEL SOLUCOES EM TELECOMUNICACOES E INFORMATICA S.A.,01/06/2021,01/06/2024,"R$ 41.175,72",12,"R$ 3.431,31",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250057 - MS-INTO,00260/2022,27.465.898/0001-20 - J. E. M. ARCHILLA LTDA,29/07/2022,29/07/2027,"R$ 100.000,00",1,"R$ 100.000,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257035 - DSEI-MG/ES,00012/2023,30.341.995/0001-15 - INTERPOP TELECOMUNICACOES LTDA,10/03/2023,10/03/2024,"R$ 1.176,00",12,"R$ 98,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257035 - DSEI-MG/ES,00073/2023,50.506.800/0001-57 - DOCS CONSULTORIA ESPECIALIZADA LTDA,01/12/2023,01/02/2024,"R$ 145,00",1,"R$ 145,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257035 - DSEI-MG/ES,00019/2020,07.346.326/0001-14 - REPROS SOLUCOES EM TECNOLOGIA LTDA,28/02/2020,28/06/2024,"R$ 12.851,19",4,"R$ 3.212,80",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257035 - DSEI-MG/ES,00048/2023,32.240.154/0001-47 - CEL CERTIFICADORA DIGITAL LTDA,16/10/2023,16/12/2023,"R$ 308,00",1,"R$ 308,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257035 - DSEI-MG/ES,00024/2024,04.270.051/0001-94 - TOP CENTER TECNOLOGIA LTDA,29/06/2024,29/06/2029,"R$ 232.019,40",60,"R$ 3.866,99",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257034 - DSEI-MARANHAO,00013/2023,23.484.444/0001-45 - 3F LTDA,26/06/2023,26/06/2026,"R$ 158.259,00",1,"R$ 158.259,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250013 - SEMS/AL,00005/2023,42.925.322/0001-91 - PRINTPAGE TECNOLOGIA LTDA,06/12/2023,05/12/2027,"R$ 26.192,67",1,"R$ 26.192,67",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250014 - SEMS/AP,00002/2024,12.076.116/0001-93 - M J L COSTA SERVICOS,01/03/2024,01/03/2026,"R$ 47.932,20",12,"R$ 3.994,35",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250016 - SEMS/BA,00001/2021,08.610.363/0002-31 - LOCOPIA COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA,11/02/2021,11/02/2024,"R$ 29.285,16",12,"R$ 2.440,43",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250017 - SEMS/CE,00003/2024,31.810.764/0001-76 - IP SERVICOS E LOCACOES LTDA,27/03/2024,27/03/2026,"R$ 14.697,60",12,"R$ 1.224,80",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250021 - SEMS/GO,00005/2023,05.506.933/0001-79 - WEBDOC LOCACOES LTDA,02/01/2024,02/01/2026,"R$ 83.754,60",12,"R$ 6.979,55",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250022 - SEMS/MA,00006/2024,29.422.374/0001-87 - FACILID COMERCIO E SERVICOS LTDA,22/04/2024,21/04/2028,"R$ 89.640,00",12,"R$ 7.470,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250024 - SEMS/MS,00002/2021,35.688.983/0001-85 - CAMPANULA TECNOLOGIA LTDA,29/03/2021,25/09/2021,"R$ 49.180,00",1,"R$ 49.180,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250026 - SEMS/PA,2025NE000012,55.261.686/0001-66 - FORTALEZA COMERCIO E SERVICOS LTDA,10/02/2025,31/12/2025,"R$ 400,00",1,"R$ 400,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250029 - SEMS/PE,00004/2022,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOVEIS E EQUIPAMENTOS LTDA,03/01/2023,03/01/2026,"R$ 15.659,28",12,"R$ 1.304,94",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250030 - SEMS/PI,00002/2023,07.128.744/0001-35 - DUO TELECOM LTDA,14/02/2023,14/02/2026,"R$ 19.870,44",12,"R$ 1.655,87",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250030 - SEMS/PI,00005/2023,14.352.577/0001-77 - INFOART INFORMATICA LTDA,01/06/2023,31/07/2024,"R$ 15.976,00",12,"R$ 1.331,33",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250031 - SEMS/RJ,00021/2023,03.117.534/0001-90 - BRADOK SOLUCOES CORPORATIVAS LTDA,22/11/2023,22/11/2027,"R$ 223.776,00",12,"R$ 18.648,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250031 - SEMS/RJ,00006/2022,04.530.781/0001-87 - ZIULEO COPY COMERCIO E SERVICOS LTDA,24/03/2022,20/09/2022,"R$ 67.824,00",6,"R$ 11.304,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250033 - SEMS/RS,00003/2023,23.226.948/0001-65 - ALLGED SOLUCOES DE TI LTDA.,24/08/2023,23/08/2024,"R$ 108.900,00",12,"R$ 9.075,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250036 - SEMS/SC,00003/2021,40.432.544/0001-47 - CLARO S.A.,01/06/2021,01/06/2026,"R$ 13.775,25",30,"R$ 459,18",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250036 - SEMS/SC,00004/2021,09.554.328/0001-24 - MTS & SH TECNOLOGIA EM IMPRESSAO E COPIA LTDA,03/01/2022,03/01/2026,"R$ 191.438,40",1,"R$ 191.438,40",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250042 - HOSP. DE BONSUCESSO,00013/2017,02.865.909/0001-38 - WORKING PLUS COMERCIO E SERVICOS LTDA,02/08/2017,02/08/2021,"R$ 585.600,00",12,"R$ 48.800,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250059 - INC,00033/2022,10.542.126/0001-41 - EPIMED SOLUTIONS TECNOLOGIA DE INFORMACOES MEDICAS S.A.,08/06/2022,08/06/2026,"R$ 52.560,00",12,"R$ 4.380,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250059 - INC,00039/2021,91.879.544/0001-20 - MV SISTEMAS LTDA,26/08/2021,26/08/2025,"R$ 2.682.108,00",12,"R$ 223.509,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250059 - INC,00023/2023,18.367.537/0001-50 - CONNECT GLOBAL IT SERVICES LTDA,28/04/2023,28/04/2025,"R$ 459.594,24",24,"R$ 19.149,76",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250059 - INC,00013/2019,06.041.168/0001-21 - RIOTRON SERVICO E ASSISTENCIA TECNICA LTDA,01/07/2019,01/09/2024,"R$ 67.852,24",2,"R$ 33.926,12",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250059 - INC,00015/2021,02.421.421/0001-11 - TIM S A,01/06/2021,01/06/2026,"R$ 110.605,00",30,"R$ 3.686,83",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250059 - INC,00037/2023,43.690.572/0001-52 - GLOBALSEC TECNOLOGIA DA INFORMACAO LTDA,07/06/2023,07/06/2025,"R$ 9.000,00",12,"R$ 750,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250059 - INC,00028/2024,07.432.517/0001-07 - SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA,12/08/2024,12/08/2028,"R$ 978.822,15",48,"R$ 20.392,13",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250059 - INC,00002/2025,03.017.428/0001-35 - NCT INFORMATICA LTDA,31/01/2025,31/01/2026,"R$ 234.348,00",1,"R$ 234.348,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250059 - INC,00012/2024,59.456.277/0001-76 - ORACLE DO BRASIL SISTEMAS LTDA,27/05/2024,27/05/2027,"R$ 861.976,80",36,"R$ 23.943,80",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250059 - INC,00029/2024,06.041.168/0001-21 - RIOTRON SERVICO E ASSISTENCIA TECNICA LTDA,12/08/2024,12/08/2028,"R$ 198.520,00",48,"R$ 4.135,83",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250059 - INC,00027/2021,40.432.544/0001-47 - CLARO S.A.,07/01/2022,07/01/2027,"R$ 18.505,05",30,"R$ 616,84",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250059 - INC,00069/2023,32.578.382/0001-21 - IPNET SERVICOS EM NUVEM E DESENVOLVIMENTO DE SISTEMAS LTDA,06/12/2023,06/12/2026,"R$ 1.347.725,00",36,"R$ 37.436,81",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250059 - INC,00058/2023,"26.221.386/0001-55 - DUNAMIS CONSTRUTORA, INCORPORADORA E EQUIPAMENTOS DE INFORMATICA LTDA",18/09/2023,18/12/2023,"R$ 63.000,00",1,"R$ 63.000,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250104 - HOSP.CARDOSO FONTES,00003/2024,86.755.667/0001-10 - MEDILAB MANUTENCAO E SISTEMAS LTDA,03/05/2024,03/05/2025,"R$ 42.360,00",12,"R$ 3.530,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250104 - HOSP.CARDOSO FONTES,00004/2023,03.117.534/0001-90 - BRADOK SOLUCOES CORPORATIVAS LTDA,23/11/2023,23/11/2025,"R$ 647.251,20",12,"R$ 53.937,60",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250104 - HOSP.CARDOSO FONTES,00003/2021,86.755.667/0001-10 - MEDILAB MANUTENCAO E SISTEMAS LTDA,18/03/2021,17/03/2022,"R$ 48.640,01",12,"R$ 4.053,33",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250105 - HOSPITAL DA LAGOA,00003/2024,86.755.667/0001-10 - MEDILAB MANUTENCAO E SISTEMAS LTDA,06/05/2024,06/05/2029,"R$ 217.395,60",60,"R$ 3.623,26",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257003 - IEC,00084/2025,57.142.978/0001-05 - BRASOFTWARE INFORMATICA LTDA,28/03/2025,28/03/2028,"R$ 651.319,81",1,"R$ 651.319,81",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257003 - IEC,00119/2025,57.142.978/0001-05 - BRASOFTWARE INFORMATICA LTDA,28/03/2025,28/03/2028,"R$ 515.165,28",1,"R$ 515.165,28",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257003 - IEC,00120/2025,57.142.978/0001-05 - BRASOFTWARE INFORMATICA LTDA,28/03/2025,28/03/2028,"R$ 947.251,51",1,"R$ 947.251,51",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257003 - IEC,00250/2024,04.602.789/0001-01 - DATEN TECNOLOGIA LTDA,26/12/2024,26/12/2025,"R$ 1.137.495,00",1,"R$ 1.137.495,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257003 - IEC,00002/2025,04.602.789/0001-01 - DATEN TECNOLOGIA LTDA,13/01/2025,12/01/2026,"R$ 363.998,40",1,"R$ 363.998,40",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257003 - IEC,00147/2023,"07.223.271/0001-55 - CONNECTA - CONSULTORIA, COMERCIO E SERVICOS DE INFORMATICA LTDA",29/12/2023,29/12/2026,"R$ 638.640,00",1,"R$ 638.640,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257003 - IEC,00079/2021,24.376.542/0001-21 - APPROACH TECNOLOGIA LTDA,18/05/2021,18/05/2023,"R$ 1.094.400,00",1,"R$ 1.094.400,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257003 - IEC,00243/2021,16.628.132/0001-00 - LICITEC TECNOLOGIA LTDA,29/11/2021,18/04/2022,"R$ 38.068,56",1,"R$ 38.068,56",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257003 - IEC,00158/2022,03.263.975/0001-09 - SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA LTDA,08/11/2022,08/11/2023,"R$ 701.096,00",1,"R$ 701.096,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257003 - IEC,00213/2024,24.376.542/0001-21 - APPROACH TECNOLOGIA LTDA,30/10/2024,30/10/2027,"R$ 1.689.000,00",1,"R$ 1.689.000,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257003 - IEC,00159/2022,07.865.818/0001-16 - INTERSOFT SOLUCOES EM INFORMATICA LTDA,10/11/2022,10/11/2023,"R$ 53.700,00",1,"R$ 53.700,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257003 - IEC,00037/2023,49.525.466/0001-08 - OP TECNOLOGIA E SERVICOS LTDA,02/10/2023,02/10/2024,"R$ 29.000,00",1,"R$ 29.000,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257028 - DSEI/MEDIO PURUS,00002/2021,05.578.337/0001-02 - NARI EQUIPAMENTOS DE COMUNICACAO LTDA,01/04/2021,01/04/2026,"R$ 216.000,00",12,"R$ 18.000,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257028 - DSEI/MEDIO PURUS,00016/2023,15.070.298/0001-83 - VALDICLEIA MEIRELES DOS SANTOS,02/05/2023,02/05/2026,"R$ 116.471,10",12,"R$ 9.705,93",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257039 - DSEI/CUIABA,00005/2024,05.191.550/0002-30 - FACILITA SERVICOS GERAIS LTDA.,23/10/2024,23/10/2025,"R$ 99.261,50",1,"R$ 99.261,50",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257039 - DSEI/CUIABA,00003/2022,08.257.279/0001-03 - MSB COMERCIO E SERVICOS LTDA,14/02/2022,14/02/2026,"R$ 53.500,00",1,"R$ 53.500,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257042 - DSEI-ALTAMIRA,00001/2022,08.219.232/0001-47 - MENDEX NETWORKS TELECOMUNICACOES LTDA,22/02/2022,22/02/2026,"R$ 132.000,00",12,"R$ 11.000,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257042 - DSEI-ALTAMIRA,00006/2022,07.797.967/0001-95 - NP TECNOLOGIA E GESTAO DE DADOS LTDA,16/11/2022,16/11/2023,"R$ 21.730,00",1,"R$ 21.730,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257048 - DSEI/LITORAL SUL,00008/2021,29.517.954/0001-58 - M DE FATIMA DOS SANTOS - INFORMATICA,20/11/2021,20/11/2023,"R$ 7.800,00",1,"R$ 7.800,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257050 - DSEI/VILHENA,00010/2022,09.443.451/0001-78 - DUX TELECOM LTDA,04/07/2022,03/07/2025,"R$ 70.800,00",1,"R$ 70.800,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257030 - DSEI/PARINTINS,00005/2022,36.460.575/0001-34 - DAM TECNOLOGIA LTDA,11/04/2022,11/04/2023,"R$ 45.450,00",12,"R$ 3.787,50",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,257030 - DSEI/PARINTINS,00024/2022,12.698.592/0001-46 - FABIO ANDREY ALVES DOS SANTOS,01/11/2022,01/11/2025,"R$ 56.184,98",1,"R$ 56.184,98",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250110 - SAA-MS,00062/2018,05.205.057/0001-40 - MJP INFORMATICA E SERVICOS LTDA,25/07/2018,25/07/2022,"R$ 218.172,57",12,"R$ 18.181,05",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250110 - SAA-MS,00003/2020,07.171.299/0001-96 - CENTRAL IT TECNOLOGIA DA INFORMACAO S/A,23/01/2020,23/01/2026,"R$ 19.217.819,56",12,"R$ 1.601.484,96",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250110 - SAA-MS,00043/2022,59.456.277/0003-38 - ORACLE DO BRASIL SISTEMAS LTDA,31/05/2022,31/05/2026,"R$ 25.590.947,92",1,"R$ 25.590.947,92",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250110 - SAA-MS,00102/2022,26.025.401/0001-90 - BLUE EYE SOLUCOES EM TECNOLOGIA LTDA,11/11/2022,11/11/2025,"R$ 4.691.954,22",1,"R$ 4.691.954,22",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250110 - SAA-MS,00104/2022,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),28/12/2022,28/12/2025,"R$ 107.407,94",1,"R$ 107.407,94",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250110 - SAA-MS,00033/2025,57.142.978/0001-05 - BRASOFTWARE INFORMATICA LTDA,15/04/2025,15/04/2026,"R$ 9.093.918,69",1,"R$ 9.093.918,69",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250110 - SAA-MS,00084/2024,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),11/12/2024,11/12/2029,"R$ 11.574.577,20",1,"R$ 11.574.577,20",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250110 - SAA-MS,00087/2017,17.798.866/0001-92 - SNOW SOFTWARE ASSESSORIA E REPRESENTACOES LTDA.,26/12/2017,25/12/2021,"R$ 2.024.250,00",1,"R$ 2.024.250,00",Consulta Contratos Contratos.gov.br Min Saude 36000
36000 - MINISTERIO DA SAUDE,250110 - SAA-MS,00002/2020,03.143.181/0001-01 - CAST INFORMATICA S/A,27/01/2020,27/01/2026,"R$ 1.221.175,68",12,"R$ 101.764,64",Consulta Contratos Contratos.gov.br Min Saude 36000
